Идентификатор,Код станции,Код первого транзитного пункта,Расстояние до первого транзитного пункта (км),Код второго транзитного пункта,Расстояние до второго транзитного пункта (км),Код третьего транзитного пункта,Расстояние до третьего транзитного пункта (км),Код четвертого узловой станции,Расстояние до четвертого транзитного пункта (км),Тип коррекции,Дата начала действия,Время обновления
1,710507,690002,15,690200,6,0,0,0,0,U,16.04.2025,07.04.2025 14:37
2,660613,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
3,661103,0,0,0,0,0,0,0,0,U,20.09.2021,20.09.2021 08:01
4,662002,0,0,0,0,0,0,0,0,U,01.07.2011,30.06.2011 18:21
5,662411,0,0,0,0,0,0,0,0,U,15.05.2018,16.05.2018 14:23
6,662801,0,0,0,0,0,0,0,0,U,19.07.2019,19.07.2019 09:44
7,662905,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
8,663306,0,0,0,0,0,0,0,0,U,25.07.2019,25.07.2019 09:29
9,663503,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
10,663607,663306,71,664703,255,691607,52,0,0,U,25.07.2019,22.08.2019 15:12
11,663700,663306,114,664703,212,691607,95,0,0,U,25.07.2019,22.08.2019 07:30
12,663908,663306,179,664703,147,691607,160,0,0,U,08.11.2024,07.11.2024 12:40
13,663912,663306,201,664703,125,691607,182,0,0,U,25.07.2019,20.08.2019 06:45
14,663927,663306,223,664703,103,691607,204,0,0,U,25.07.2019,16.08.2019 12:55
15,664506,663306,242,664703,84,691607,223,0,0,U,25.07.2019,20.08.2019 08:31
16,664510,663306,263,664703,63,691607,244,0,0,U,25.07.2019,27.08.2019 08:52
17,664525,663306,284,664703,42,691607,265,0,0,U,25.07.2019,23.08.2019 12:02
18,664533,663306,302,664703,24,691607,283,0,0,U,25.07.2019,20.08.2019 07:11
19,664600,663306,322,664703,4,691607,303,0,0,U,25.07.2019,20.08.2019 09:58
20,664703,0,0,0,0,0,0,0,0,U,05.06.2013,05.06.2013 15:51
21,664900,0,0,0,0,0,0,0,0,U,01.07.2011,30.06.2011 19:22
22,665000,664900,12,666501,369,0,0,0,0,U,28.11.2012,29.11.2012 18:30
23,665015,0,0,0,0,0,0,0,0,U,15.05.2018,16.05.2018 14:23
24,665053,664900,23,666501,358,0,0,0,0,U,28.11.2012,29.11.2012 18:30
25,665104,664900,35,666501,346,0,0,0,0,U,25.07.2024,23.07.2024 10:44
26,665119,664900,49,666501,332,0,0,0,0,U,28.11.2012,29.11.2012 18:30
27,665123,0,0,0,0,0,0,0,0,U,01.05.2018,28.04.2018 12:27
28,665208,664900,64,666501,317,0,0,0,0,U,28.11.2012,29.11.2012 18:30
29,665301,664900,77,666501,304,0,0,0,0,U,21.06.2024,20.06.2024 10:41
30,665316,0,0,0,0,0,0,0,0,U,01.05.2018,28.04.2018 12:27
31,665405,664900,94,666501,287,0,0,0,0,U,25.05.2024,24.05.2024 13:17
32,667909,664900,105,666501,276,0,0,0,0,U,02.06.2020,02.06.2020 14:25
33,665509,664900,112,666501,269,0,0,0,0,U,08.11.2024,07.11.2024 12:23
34,665602,664900,117,666501,264,0,0,0,0,U,08.11.2024,07.11.2024 12:10
35,665903,668600,118,683102,400,0,0,0,0,U,25.07.2019,23.08.2019 09:12
36,666003,664900,126,666501,255,0,0,0,0,U,29.01.2016,01.02.2016 13:18
37,666107,664900,136,666501,245,0,0,0,0,U,21.06.2024,20.06.2024 10:43
38,666111,664900,147,666501,234,0,0,0,0,U,28.11.2012,29.11.2012 18:30
39,666200,664900,155,666501,226,0,0,0,0,U,28.11.2012,29.11.2012 18:30
40,666215,0,0,0,0,0,0,0,0,U,21.02.2018,21.02.2018 12:03
41,666220,664900,176,666501,205,0,0,0,0,U,28.11.2012,29.11.2012 18:30
42,666304,664900,187,666501,194,0,0,0,0,U,28.11.2012,29.11.2012 18:30
43,660007,0,0,0,0,0,0,0,0,U,01.11.2015,21.10.2015 15:24
44,670121,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
45,670136,670102,28,698004,867,0,0,0,0,U,25.07.2019,23.08.2019 09:18
46,670140,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
47,670206,670102,102,698004,793,0,0,0,0,U,25.07.2019,28.08.2019 13:58
48,670309,670102,52,698004,843,0,0,0,0,U,28.01.2022,28.01.2022 05:21
49,670314,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
50,670329,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
51,670333,670102,75,698004,820,0,0,0,0,U,25.07.2019,27.08.2019 08:16
52,670352,670102,91,698004,804,0,0,0,0,U,25.07.2019,19.08.2019 11:51
53,670371,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
54,670403,670102,127,698004,768,0,0,0,0,U,25.07.2019,22.08.2019 12:30
55,670418,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
56,670437,670102,156,698004,739,0,0,0,0,U,25.07.2019,20.08.2019 06:52
57,670507,670102,180,698004,715,0,0,0,0,U,20.09.2021,20.09.2021 08:03
58,670511,670102,191,698004,704,0,0,0,0,U,25.07.2019,28.08.2019 12:36
59,670526,670102,200,698004,695,0,0,0,0,U,25.07.2019,23.08.2019 07:53
60,670530,670102,217,698004,678,0,0,0,0,U,25.07.2019,26.08.2019 09:35
61,670545,670102,225,698004,670,0,0,0,0,U,25.07.2019,21.08.2019 13:55
62,670579,670102,252,698004,643,0,0,0,0,U,25.07.2019,20.08.2019 08:38
63,670583,670102,259,698004,636,0,0,0,0,U,25.07.2019,16.08.2019 12:59
64,670600,670102,275,698004,620,0,0,0,0,U,20.09.2021,20.09.2021 08:04
65,670615,670102,302,698004,593,0,0,0,0,U,25.07.2019,21.08.2019 13:31
66,670634,670102,331,698004,564,0,0,0,0,U,25.07.2019,23.08.2019 08:25
67,670704,670102,344,698004,551,0,0,0,0,U,25.07.2019,26.08.2019 12:28
68,670808,670102,244,698004,651,0,0,0,0,U,25.07.2019,19.08.2019 12:33
69,670901,670102,352,698004,543,0,0,0,0,U,25.07.2019,22.08.2019 11:54
70,670916,670102,360,698004,535,0,0,0,0,U,25.07.2019,19.08.2019 11:46
71,670920,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
72,670935,670102,381,698004,514,0,0,0,0,U,25.07.2019,26.08.2019 08:56
73,670954,670102,402,698004,493,0,0,0,0,U,25.07.2019,22.08.2019 15:11
74,670973,670102,416,698004,479,0,0,0,0,U,25.07.2019,22.08.2019 12:39
75,671406,670102,424,698004,471,0,0,0,0,U,25.07.2019,21.08.2019 14:11
76,671504,670102,449,698004,446,0,0,0,0,U,25.07.2019,28.08.2019 06:48
77,671529,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
78,671533,670102,476,698004,419,0,0,0,0,U,25.07.2019,22.08.2019 15:20
79,671707,670102,501,698004,394,0,0,0,0,U,25.07.2019,26.08.2019 07:41
80,671800,670102,510,698004,385,0,0,0,0,U,25.07.2019,20.08.2019 06:55
81,671823,670102,524,698004,371,0,0,0,0,U,25.07.2019,20.08.2019 07:15
82,671834,670102,536,698004,359,0,0,0,0,U,25.07.2019,26.08.2019 14:50
83,671849,670102,545,698004,350,0,0,0,0,U,25.07.2019,23.08.2019 07:47
84,671904,670102,552,698004,343,0,0,0,0,U,25.07.2019,27.08.2019 08:47
85,671919,670102,562,698004,333,0,0,0,0,U,25.07.2019,26.08.2019 14:56
86,671923,670102,570,698004,325,0,0,0,0,U,25.07.2019,26.08.2019 09:36
87,672004,670102,578,698004,317,0,0,0,0,U,25.07.2019,27.08.2019 15:03
88,672019,670102,586,698004,309,0,0,0,0,U,25.07.2019,19.08.2019 12:40
89,672108,670102,602,698004,293,0,0,0,0,U,25.07.2019,19.08.2019 12:31
90,672112,670102,610,698004,285,0,0,0,0,U,25.07.2019,26.08.2019 15:04
91,672201,670102,628,698004,267,0,0,0,0,U,25.07.2019,28.08.2019 13:43
92,672216,670102,637,698004,258,0,0,0,0,U,25.07.2019,16.08.2019 13:07
93,672220,670102,647,698004,248,0,0,0,0,U,25.07.2019,21.08.2019 13:51
94,672305,670102,688,698004,207,0,0,0,0,U,08.11.2024,07.11.2024 12:08
95,672409,670102,656,698004,239,0,0,0,0,U,25.07.2019,28.08.2019 07:34
96,672413,670102,665,698004,230,0,0,0,0,U,25.07.2019,20.08.2019 08:35
97,672428,670102,672,698004,223,0,0,0,0,U,25.02.2021,25.02.2021 14:35
98,672502,670102,680,698004,215,0,0,0,0,U,25.02.2021,25.02.2021 14:34
99,672521,670102,697,698004,198,0,0,0,0,U,25.07.2019,20.08.2019 08:36
100,672536,670102,705,698004,190,0,0,0,0,U,25.07.2019,16.08.2019 13:06
101,672606,670102,717,698004,178,0,0,0,0,U,25.07.2019,27.08.2019 08:53
102,672700,670102,728,698004,167,0,0,0,0,U,25.07.2019,20.08.2019 07:08
103,672729,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
104,672733,670102,756,698004,139,0,0,0,0,U,25.07.2019,27.08.2019 08:39
105,672803,670102,766,698004,129,0,0,0,0,U,25.07.2019,28.08.2019 14:00
106,673007,0,0,0,0,0,0,0,0,U,25.07.2019,25.07.2019 09:12
107,673124,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
108,673149,673007,4,673905,19,0,0,0,0,U,25.07.2019,26.08.2019 12:21
109,673204,690200,184,673007,22,0,0,0,0,U,25.07.2019,26.08.2019 12:15
110,673219,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
111,673223,690200,197,673007,9,0,0,0,0,U,25.07.2019,23.08.2019 08:02
112,673308,690200,175,673007,31,0,0,0,0,U,25.07.2019,26.08.2019 09:51
113,673401,690200,148,673007,58,0,0,0,0,U,25.07.2019,28.08.2019 13:52
114,673416,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
115,673420,0,0,0,0,0,0,0,0,U,15.06.2018,15.06.2018 14:41
116,673505,690200,120,673007,86,0,0,0,0,U,25.07.2019,16.08.2019 13:15
117,673609,690200,100,673007,106,0,0,0,0,U,25.07.2019,27.08.2019 08:20
118,673702,673007,9,673905,14,0,0,0,0,U,24.10.2023,20.10.2023 06:31
119,673806,673007,20,673905,3,0,0,0,0,U,25.02.2021,25.02.2021 13:57
120,673905,0,0,0,0,0,0,0,0,U,09.01.2024,08.01.2024 11:41
121,674000,673007,14,0,0,0,0,0,0,U,25.07.2019,22.08.2019 12:36
122,674103,673007,19,690200,203,0,0,0,0,U,27.11.2020,20.11.2020 14:21
123,674122,673007,25,690200,209,0,0,0,0,U,27.11.2020,20.11.2020 14:22
124,674141,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
125,674207,673007,38,690200,222,0,0,0,0,U,27.11.2020,20.11.2020 14:24
126,674300,673007,35,690200,219,0,0,0,0,U,27.11.2020,20.11.2020 14:23
127,674404,673007,27,690200,211,0,0,0,0,U,27.11.2020,20.11.2020 14:23
128,674508,673007,55,690200,239,0,0,0,0,U,08.11.2023,03.11.2023 06:35
129,674601,673007,67,690200,251,0,0,0,0,U,27.11.2020,20.11.2020 14:25
130,674705,673007,49,690200,237,0,0,0,0,U,25.07.2019,20.08.2019 08:39
131,674902,673007,83,690200,271,0,0,0,0,U,25.02.2021,25.02.2021 13:54
132,675002,673007,234,690200,422,0,0,0,0,U,25.07.2019,20.08.2019 08:41
133,675125,673007,14,690200,198,0,0,0,0,U,27.11.2020,20.11.2020 14:20
134,675206,673007,257,690200,445,0,0,0,0,U,25.07.2019,22.08.2019 12:36
135,675303,673905,5,675905,116,0,0,0,0,U,25.07.2019,22.08.2019 12:37
136,675407,673905,30,675905,91,0,0,0,0,U,25.07.2019,22.08.2019 12:34
137,675411,0,0,0,0,0,0,0,0,U,15.06.2018,15.06.2018 14:41
138,675500,673905,40,675905,101,0,0,0,0,U,25.07.2019,28.08.2019 07:48
139,675708,673905,56,675905,65,0,0,0,0,U,25.02.2021,25.02.2021 13:58
140,675731,0,0,0,0,0,0,0,0,U,21.02.2018,21.02.2018 12:03
141,675801,673905,70,675905,51,0,0,0,0,U,25.07.2019,22.08.2019 15:18
142,675905,0,0,0,0,0,0,0,0,U,19.07.2019,24.07.2019 14:57
143,666319,0,0,0,0,0,0,0,0,U,01.05.2018,28.04.2018 12:27
144,666323,664900,204,666501,177,0,0,0,0,U,28.11.2012,29.11.2012 18:30
145,666338,664900,214,666501,167,0,0,0,0,U,28.11.2012,29.11.2012 18:30
146,666342,664900,226,666501,155,0,0,0,0,U,28.11.2012,29.11.2012 18:30
147,666408,664900,235,666501,146,0,0,0,0,U,28.11.2012,29.11.2012 18:30
148,666412,664900,245,666501,136,0,0,0,0,U,28.11.2012,29.11.2012 18:30
149,666427,664900,254,666501,127,0,0,0,0,U,28.11.2012,29.11.2012 18:30
150,666501,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
151,666605,664900,272,666501,109,0,0,0,0,U,28.11.2012,29.11.2012 18:30
152,666624,664900,291,666501,90,0,0,0,0,U,28.11.2012,29.11.2012 18:30
153,666639,0,0,0,0,0,0,0,0,U,21.02.2018,21.02.2018 12:03
154,666709,664900,314,666501,67,0,0,0,0,U,01.07.2017,03.07.2017 10:53
155,666713,664900,323,666501,58,0,0,0,0,U,28.11.2012,29.11.2012 18:30
156,666732,664900,340,666501,41,0,0,0,0,U,28.11.2012,29.11.2012 18:30
157,666802,664900,352,666501,29,0,0,0,0,U,28.11.2012,29.11.2012 18:30
158,666821,664900,370,666501,11,0,0,0,0,U,28.11.2012,29.11.2012 18:30
159,666906,666501,0,0,0,0,0,0,0,U,25.07.2019,23.08.2019 08:56
160,690708,680000,334,690002,42,0,0,0,0,U,08.11.2024,07.11.2024 12:06
161,667928,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
162,668009,668600,44,683102,474,0,0,0,0,U,25.07.2019,27.08.2019 08:37
163,668206,668600,17,683102,501,0,0,0,0,U,25.07.2019,28.08.2019 13:14
164,668600,0,0,0,0,0,0,0,0,U,25.07.2019,25.07.2019 09:35
165,668704,668600,23,683102,507,0,0,0,0,U,25.07.2019,21.08.2019 13:35
166,668901,668600,64,683102,454,0,0,0,0,U,09.01.2024,08.01.2024 11:52
167,668916,668600,95,683102,423,0,0,0,0,U,25.07.2019,22.08.2019 11:53
168,668935,668600,155,683102,363,0,0,0,0,U,25.07.2019,28.08.2019 12:37
169,669105,668600,181,683102,337,0,0,0,0,U,25.07.2019,16.08.2019 12:51
170,669209,668600,21,678405,57,0,0,0,0,U,25.07.2019,23.08.2019 07:41
171,669410,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
172,669745,0,0,0,0,0,0,0,0,U,01.07.2018,03.07.2018 15:14
173,669815,0,0,0,0,0,0,0,0,U,01.07.2018,03.07.2018 15:14
174,669826,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
175,669849,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
176,669904,0,0,0,0,0,0,0,0,U,20.09.2021,20.09.2021 07:58
177,669923,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
178,669957,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
179,669980,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
180,670028,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
181,670066,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
182,670085,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
183,670102,0,0,0,0,0,0,0,0,U,15.10.2021,15.10.2021 09:07
184,670117,0,0,0,0,0,0,0,0,U,01.05.2018,30.07.2018 11:59
185,683418,668600,362,683102,156,0,0,0,0,U,25.07.2019,27.08.2019 08:55
186,683507,683102,40,0,0,0,0,0,0,U,25.07.2019,26.08.2019 12:33
187,683600,683102,71,0,0,0,0,0,0,U,09.01.2024,08.01.2024 11:40
188,683687,0,0,0,0,0,0,0,0,U,01.06.2018,06.07.2018 15:20
189,683808,683102,109,0,0,0,0,0,0,U,25.07.2019,22.08.2019 07:39
190,683901,684001,46,683102,50,680000,330,0,0,U,31.12.2020,31.12.2020 08:42
191,683916,684001,29,683102,67,680000,347,0,0,U,30.12.2020,30.12.2020 17:50
192,684001,0,0,0,0,0,0,0,0,U,15.01.2018,15.01.2018 19:03
193,684054,0,0,0,0,0,0,0,0,U,01.06.2018,01.06.2018 16:13
194,684116,668600,258,683102,260,0,0,0,0,U,25.07.2019,28.08.2019 06:48
195,684317,680000,383,0,0,0,0,0,0,U,01.07.2025,20.06.2025 15:01
196,684213,0,0,0,0,0,0,0,0,U,01.06.2018,01.06.2018 16:13
197,684228,668600,220,683102,298,0,0,0,0,U,25.07.2019,26.08.2019 08:35
198,684302,682203,130,684001,36,0,0,0,0,U,01.06.2018,01.06.2018 16:13
199,684406,682203,110,684001,56,0,0,0,0,U,09.01.2024,08.01.2024 11:49
200,684501,682203,100,684001,66,0,0,0,0,U,28.11.2012,29.11.2012 18:28
201,684603,682203,89,684001,77,0,0,0,0,U,07.03.2024,06.03.2024 16:06
202,684707,682203,68,684001,98,0,0,0,0,U,06.05.2025,05.05.2025 07:30
203,684800,682203,49,684001,117,0,0,0,0,U,05.08.2025,05.08.2025 09:28
204,684815,682203,40,684001,126,0,0,0,0,U,28.11.2012,29.11.2012 18:28
205,684904,684001,135,682203,49,0,0,0,0,U,01.11.2015,21.10.2015 15:24
206,685004,682203,60,684001,146,0,0,0,0,U,28.11.2012,29.11.2012 18:28
207,685108,682203,30,684001,136,0,0,0,0,U,28.11.2012,29.11.2012 18:28
208,685112,0,0,0,0,0,0,0,0,U,01.06.2018,01.06.2018 16:13
209,685201,682203,9,684001,157,0,0,0,0,U,28.11.2012,29.11.2012 18:28
210,685311,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
211,684529,0,0,0,0,0,0,0,0,U,01.06.2018,30.07.2018 11:59
212,685707,0,0,0,0,0,0,0,0,U,25.02.2021,25.02.2021 13:31
213,685803,0,0,0,0,0,0,0,0,U,01.07.2011,30.06.2011 18:56
214,686517,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
215,687008,0,0,0,0,0,0,0,0,U,05.12.2007,05.12.2007 12:09
216,687118,0,0,0,0,0,0,0,0,U,15.06.2018,15.06.2018 14:41
217,687739,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
218,687921,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
219,688708,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
220,688905,668600,326,683102,192,0,0,0,0,U,08.04.2022,08.04.2022 09:28
221,689984,680000,409,0,0,0,0,0,0,U,01.07.2025,20.06.2025 14:01
222,689109,680000,436,0,0,0,0,0,0,U,05.04.2024,03.04.2024 07:14
223,690002,0,0,0,0,0,0,0,0,U,12.11.2024,11.11.2024 16:06
224,690200,0,0,0,0,0,0,0,0,U,15.03.2010,15.03.2010 10:53
225,690214,0,0,0,0,0,0,0,0,U,15.04.2018,16.04.2018 12:16
226,690229,690200,25,673007,181,0,0,0,0,U,25.07.2019,26.08.2019 12:23
227,690303,690200,36,673007,170,0,0,0,0,U,25.07.2019,19.08.2019 12:29
228,690318,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
229,690407,690200,55,673007,151,0,0,0,0,U,25.07.2019,19.08.2019 11:55
230,690500,690200,83,673007,123,0,0,0,0,U,26.05.2020,19.05.2020 11:30
231,691005,680000,349,690002,27,0,0,0,0,U,01.07.2025,30.06.2025 07:14
232,690727,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
233,690801,680000,321,690002,55,0,0,0,0,U,25.07.2019,28.08.2019 06:27
234,690905,680000,293,690002,83,0,0,0,0,U,25.07.2019,22.08.2019 12:32
235,690915,0,0,0,0,0,0,0,0,U,14.11.2018,16.11.2018 18:58
236,691109,680000,255,690002,121,0,0,0,0,U,08.11.2024,07.11.2024 12:04
237,691113,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
238,691202,680000,223,690002,153,0,0,0,0,U,25.07.2019,23.08.2019 08:12
239,691306,680000,203,690002,173,0,0,0,0,U,09.01.2024,08.01.2024 11:44
240,691406,680000,189,690002,187,0,0,0,0,U,08.11.2023,03.11.2023 06:24
241,691503,680000,147,690002,229,0,0,0,0,U,08.11.2023,03.11.2023 06:26
242,692525,0,0,0,0,0,0,0,0,U,12.01.2018,05.02.2018 16:03
243,692629,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
244,692722,0,0,0,0,0,0,0,0,U,01.05.2018,28.04.2018 12:27
245,692811,0,0,0,0,0,0,0,0,U,04.05.2018,16.05.2018 14:23
246,693123,0,0,0,0,0,0,0,0,U,12.01.2018,05.02.2018 16:03
247,693208,690200,43,693405,84,0,0,0,0,U,25.07.2019,27.08.2019 08:36
248,693301,690200,84,693405,43,0,0,0,0,U,25.07.2019,21.08.2019 14:00
249,675910,0,0,0,0,0,0,0,0,U,15.11.2018,16.11.2018 18:58
250,675924,675905,26,677309,189,0,0,0,0,U,25.07.2019,26.08.2019 12:12
251,675939,675905,44,677309,171,0,0,0,0,U,25.07.2019,16.08.2019 12:49
252,675943,0,0,0,0,0,0,0,0,I,01.12.2005,14.12.2005 12:44
253,675977,0,0,0,0,0,0,0,0,U,15.06.2018,15.06.2018 14:41
254,676005,677309,67,708009,457,708507,766,0,0,U,04.08.2021,04.08.2021 12:58
255,676016,677309,96,708009,428,708507,737,0,0,U,04.08.2021,04.08.2021 12:58
256,676024,677309,30,708009,494,708507,803,0,0,U,04.08.2021,04.08.2021 12:59
257,676109,673905,93,675905,28,0,0,0,0,U,25.07.2019,21.08.2019 13:20
258,676240,0,0,0,0,0,0,0,0,U,15.06.2018,13.01.2019 00:00
259,676700,0,0,0,0,0,0,0,0,U,05.04.2024,03.04.2024 07:12
260,676838,0,0,0,0,0,0,0,0,U,15.06.2018,15.06.2018 14:41
261,677205,675905,78,677309,137,0,0,0,0,U,25.07.2019,16.08.2019 12:52
262,677211,675905,102,677309,113,0,0,0,0,U,25.07.2019,21.08.2019 13:36
263,677224,675905,123,677309,92,0,0,0,0,U,25.07.2019,20.08.2019 08:37
264,677239,675905,148,677309,67,0,0,0,0,U,25.07.2019,19.08.2019 06:57
265,679501,675905,167,677309,48,0,0,0,0,U,25.07.2019,23.08.2019 07:51
266,677258,0,0,0,0,0,0,0,0,I,20.03.2007,20.03.2007 15:25
267,677309,0,0,0,0,0,0,0,0,U,18.03.2008,18.03.2008 15:08
268,677332,673007,150,690200,338,0,0,0,0,U,25.07.2019,27.08.2019 08:38
269,677347,0,0,0,0,0,0,0,0,I,20.03.2007,20.03.2007 15:41
270,677506,677309,132,708009,392,708507,701,0,0,U,04.08.2021,04.08.2021 12:57
271,677510,677309,136,708009,388,708507,697,0,0,U,04.08.2021,04.08.2021 12:56
272,677607,677309,155,708009,369,708507,678,0,0,U,04.08.2021,04.08.2021 12:55
273,677703,677309,338,708009,186,708507,495,0,0,U,20.09.2021,20.09.2021 06:33
274,715002,677309,406,708009,118,708507,427,0,0,U,25.08.2023,22.08.2023 13:11
275,683704,677309,458,708009,66,708507,375,0,0,U,15.03.2023,16.03.2023 08:18
276,677737,677309,517,708009,7,708507,316,0,0,U,03.08.2021,03.08.2021 10:14
277,677807,677309,188,708009,336,708507,645,0,0,U,04.08.2021,04.08.2021 12:54
